author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Hilppa Kinos	Uuno Saarnio. Arvo ja eetillisyys (Wert und Ethik). Ajatus, Bd. 13 (1944), S.113–235.	1945	10	4	130-130	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
G. H. Von Wright	Veikko Salonen. Reduktioteorian periaatteisla (On the principles of reduction theory). Ajatus, Bd. 13 (1944), pp. 262–293.	1945	10	4	130-131	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	De Witt H. Parker. Knowledge by description. The philosophical review, vol. 54 (1945), pp. 458–488.	1945	10	4	131-131	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	John Dewey and Arthur F. Bentley. A search for firm names. The journal of philosophy, vol. 42 (1945), pp. 5–6. - Arthur F. Bentley. On a certain vagueness in logic. The journal of philosophy, vol. 42 (1945), pp. 6–27, 39–51. - John Dewey and Arthur F. Bentley. A terminology for knowings and knowns. The journal of philosophy, vol. 42 (1945), pp. 225–247. - John Dewey and Arthur F. Bentley. Postulalions. The journal of philosophy, vol. 42 (1945), pp. 645–662.	1945	10	4	132-133	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church; Max Black	A New Method of Presentation of the Theory of the Syllogism.	1945	10	4	133	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	C. W. Churchman and T. A. Cowan. A challenge. Philosophy of science, vol. 12 (1945), pp. 219–220.	1945	10	4	133-133	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Virgil Charles Aldrich. Review of The philosophy of Bertrand Russell (cf. IX 76-82). The journal of philosophy, vol. 42 (1945), pp. 594–607.	1945	10	4	134-135	bibliographical notice / unattributed review	philosophy, language, and inductive logic	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
	List of officers and members of the Association for Symbolic Logic	1945	10	4	136-140	association record	editorial/association apparatus				metadata only; full text not reached
	Index of reviews	1945	10	4	141-146	review index	editorial/association apparatus				metadata only; full text not reached
	Index of reviews by subjects	1945	10	4	147-158	review index	editorial/association apparatus				metadata only; full text not reached
	Errata	1945	10	4	iv-iv	correction	unclassified from title metadata				metadata only; full text not reached
	Front Matter	1945	10	4	f1-f5	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Ruth C. Barcan	A Functional calculus of first order based on strict implication	1946	11	1	1-16	primary technical publication	propositional, many-valued, and modal logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Max Black	Olaf Helmer and Paul Oppenheim. A syntactical definition of probability and of degree of confirmation. The journal of symbolic logic, vol. 10 (1945), pp. 25–60. See errata, ibid., p. iv.	1946	11	1	17-18	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	Carl G. Hempel and Paul Oppenheim. A definition of “degree of confirmation.” Philosophy of science, vol. 12 (1945), pp. 98–115.	1946	11	1	18-19	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Rudolf Carnap. The two concepts of probability. English with Spanish abstract. Philosophy and phenomenological research, vol. 5 no. 4 (1945), pp. 513–532.	1946	11	1	19-23	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	F. H. Heinemann. The meaning of negation. Proceedings of the Aristotelian Society, n.s. vol. 44 (1943–1944), pp. 127–152.	1946	11	1	23-23	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Evert W. Beth	G. Mannoury. La question vitale ‘A ou B.’ Nieuw archief voor wishunde, ser. 2 vol. 21 (1943), pp. 161–167.	1946	11	1	23-24	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Evert W. Beth	G. F. C. Griss. Negatieloze intuitionistische wiskunde (Negation-free intuitionistic mathematics). Nederlandsche Akademie van Wetenschappen, Verslagen van de gewone vergaderingen der Afdeeling Natuurkunde, vol. 53 no. 5 (1944), pp. 3–10.	1946	11	1	24-24	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
G. H. v. Wright	Oiva Ketonen. “Luonnollisen päättelyn” kalkyylistä (On the calculus “of natural inference”). Ajatus, vol. 12 (1943), pp. 128–140.	1946	11	1	24-24	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	R. L. Goodstein. Function theory in an axiom-free equation calculus. Proceedings of the London Mathematical Society, ser. 2 vol. 48 part 6 (1945), pp. 401–434.	1946	11	1	24-26	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	TH. Skolem. Remarks on recursive functions and relations. Det Kongelige Norske Videnskabers Selskab, Forhandlinger, vol. 17 (1944), pp. 89–92. - TH. Skolem. Some remarks on recursive arithmetic. Det Kongelige Norske Videnskabers Selskab, Forhandlinger, vol. 17 (1944), pp. 103–106. - TH. Skolem. A note on recursive arithmetic. Det Kongelige Norske Videnskabers Selskab, Forhandlinger, vol. 17 (1944), pp. 107–109. - TH. Skolem. Some remarks on the comparison between recursive functions. Det Kongelige Norske Videnskabers Selskab, Forhandlinger, vol. 17 (1944), pp. 126–129.	1946	11	1	26-28	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
George D. W. Berry	Frederic B. Fitch. Representations of calculi. The journal of symbolic logic, vol. 9 (1944), pp. 57–62. See errata, ibid., p. iv.	1946	11	1	28-29	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
	Adolf Fraenkel. Einleitung in die Mengenlehre, 3rd edn. Dover Publications, New York 1946, XIII + 424 pp. [An unaltered reprint of 2695, 3rd edn.]	1946	11	1	29-29	bibliographical notice / unattributed review	unclassified from title metadata	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
Julius Kraft	Evert W. Beth. Verleden en toekomst der wetenschappelijke wijsbegeerte (Past and future of scientific philosophy). De gids, vol. 107 (1943). Offprint, pp. 1–13.	1946	11	1	29-29	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Eighth meeting of the Association for Symbolic Logic	1946	11	1	30-31	meeting abstracts	editorial/association apparatus				metadata only; full text not reached
	Elections	1946	11	1	32-32	association record	editorial/association apparatus				metadata only; full text not reached
	Institutional contributing subscribers to the Journal	1946	11	1	32-32	association record	editorial/association apparatus				metadata only; full text not reached
	Errata	1946	11	1	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 11 issue 1 Cover and Front matter	1946	11	1	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Rudolf Carnap	Modalities and Quantification	1946	11	2	33-64	primary technical publication	propositional, many-valued, and modal logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
	Errata	1946	11	2	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 11 issue 2 Cover and Back matter	1946	11	2	b1-b1	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 11 issue 2 Cover and Front matter	1946	11	2	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Archie Blake	A Boolean derivation of the Moore-Osgood theorem	1946	11	3	65-70	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
W. V. Quine	On relations as coextensive with classes	1946	11	3	71-72	primary technical publication	set theory and foundations	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Emil L. Post	Note on a conjecture of Skolem	1946	11	3	73-74	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Paul Bernays	Kurt Gödel. Russell's mathematical logic. The philosophy of Bertrand Russell, edited by Paul Arthur Schilpp, Northwestern University, Evanston and Chicago1944, pp. 123–153.	1946	11	3	75-79	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest H. Hutten	Arthur Pap. The a priori in physical theory. King's Crown Press, New York1946, xi + 102 pp.	1946	11	3	79-80	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Nelson Goodman	Abraham Kaplan. Definition and specification of meaning. The journal of philosophy, vol. 43 (1946), pp. 281–288.	1946	11	3	80-81	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. West Churchman	Gustav Bergmann. Some comments on Carnap's logic of induction. Philosophy of science, vol. 13 (1946) pp. 71–78.	1946	11	3	81-81	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	Karl Dürr. Moderne Darstellung der platonischen Logik. Ein Beitrag zur Erklärung des Dialoges “Sophistes.”Museum Helveticum, vol. 2 no. 3 (1945), pp. 166–194.	1946	11	3	81-82	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Max Black	Nelson Goodman. A query on confirmation. The journal of philosophy, vol. 43 (1946), pp. 383–385.	1946	11	3	81-81	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Clifford G. Kossel. The problem of relation in some non-Scholastic philosophies. The modern Schoolmen, vol. 23 no. 2 (1946), pp. 61–81.	1946	11	3	82-83	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	J. C. C. McKinsey and Alfred Tarski. On closed elements in closure algebras. Annals of mathematics, ser. 2 vol. 47 (1946), pp. 122–162.	1946	11	3	83-84	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
