author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Roderick M. Chisholm	E. W. Beth. Symbolische Logik und Grundlegung der exakten Wissenschaften. Bibliographische Einführungen in das Studium der Philosophie, herausgegeben von I. M. Bocheński, Bern1948, 28 pp. - Karl Dürr. Der logische Positivismus. Bibliographische Einführungen in das Studium der Philosophie, herausgegeben von I. M. Bocheński, no. 11. Bern1948, 24 pp.	1950	15	1	72-72	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
G. D. W. Berry	Virgil G. HinshawJr. Epistemological relativism and the sociology of knowledge. Philosophy of science, vol. 15 (1948), pp. 4–10.	1950	15	1	72-73	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Anders Wedberg	Arne Næss. Interpretation and preciseness. II. Mimeographed. Oslo1948, 57 pp. - Arne Næss. Interpretation and preciseness. III. “To define” and to make precise. IV. Misinterpretation and pseudoagreement. Mimeographed. Universitetets Studentkontor, Oslo1948, 39 + 21 pp.	1950	15	1	73-74	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Guido Calogero. Lezioni di filosofia. Volume primo. Logica, gnoseologia, ontologia. Giulio Einaudi, Turin1948, IX + 278 pp. - Guido Calogero. Lezioni di filosofia. Volume terzo. Estetica, semanlica, istorica. Giulio Einaudi, Turin1947, IX + 392 pp.	1950	15	1	73-73	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Herman Meyer. Kennis en realiteit (Knowledge and reality). Philosophische Bibliotheek, ed. by J. Clay. Uitgeversmaatschappij W. De Haan, Utrecht1949, 307 pp.	1950	15	1	73-73	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1950	15	1	74-75	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
Paul Ziff	W. H. Werkmeister. The basis and structure of knowledge. Harper and Brothers, New York1948, xi + 451 pp.	1950	15	1	74-74	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Abstracts of papers	1950	15	1	76-80	meeting abstracts	editorial/association apparatus				metadata only; full text not reached
Morton G. White	Twelfth meeting of the Association for Symbolic Logic	1950	15	1	76-76	meeting report	editorial/association apparatus				metadata only; full text not reached
	Elections	1950	15	1	80-80	association record	editorial/association apparatus				metadata only; full text not reached
	Institutional contributing subscribers to the Journal	1950	15	1	80-80	association record	editorial/association apparatus				metadata only; full text not reached
	Errata	1950	15	1		errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 15 issue 2 Cover and Front matter and Errata	1950	15	2	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Leon Henkin	Completeness in the theory of types	1950	15	2	81-91	primary technical publication	set theory and foundations	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Ruth Barcan Marcus	The elimination of contextually defined predicates in a modal system	1950	15	2	92-92	primary technical publication	propositional, many-valued, and modal logic				metadata only; full text not reached
W. V. Quine	On natural deduction	1950	15	2	93-102	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Hao Wang	Existence of classes and value specification of variables	1950	15	2	103-112	primary technical publication	set theory and foundations	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
J. Barkley Rosser; Hao Wang	Non-standard models for formal logics	1950	15	2	113-129	primary technical publication	model theory and semantics	in-block contemporaneous review entry immediately identified	technical-depth potentially sufficient		page-verified complete local full text
John R. Myhill	A reduction in the number of primitive ideas of arithmetic	1950	15	2	130-130	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
R. M. Martin	On virtual classes and real numbers	1950	15	2	131-134	primary technical publication	set theory and foundations	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Martin Davis	Andrzej Mostowski. On a set of integers not definable by means of one-quantifier predicates. Annales de la Société Polonaise de Mathématique, vol. 21 (1948), pp. 114–119.	1950	15	2	135-135	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
A. Borgers	G. F. C. Griss. Over de negatie (On negation). Feestbundel aangeboden door vrienden en leerlingen aan Prof. Dr. H. J. Pos, Noord-Hollandsche Uitgevers Maatschappij, Amsterdam1948, pp. 96–106.	1950	15	2	135-136	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Garrett Birkhoff. Théorie el applications des treillis. Annales de l'Institut Henri Poincaré, vol. 11 no. 5 (1949), pp. 227–240.	1950	15	2	136-136	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	Mario Dolcher. Nozione generale di struttura per un insieme. Rendiconti del Seminario Matematico della Università di Padova, vol. 18 (1949), pp. 265–291.	1950	15	2	136-137	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Mieczysław Choynowski	Ú. M. Gajduk. Algébra logiki i éé métamorfozy (The algebra of logic and its metamorphoses). Matématika v školé, 1949, no. 4, pp. 13–20.	1950	15	2	136-136	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	Frederic B. Fitch. The Heine-Borel theorem in extended basic logic. The journal of symbolic logic, vol. 14 (1949), pp. 9–15.	1950	15	2	137-137	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
A. F. Bausch	J. B. Rosser and A. R. Turquette. A note on the deductive completeness of m-valued propositional calculi. The journal of symbolic logic, vol. 14 (1949), pp. 219–225.	1950	15	2	137-138	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Wilhelm Ackermann	Veli Valpola. Über den Begriff der Quantität. Ajatus (Helsinki), Bd. 15 (für 1948, 1949 erschienen), S. 261–298.	1950	15	2	137-137	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church; W. Mays; D. G. Prinz	A Relay Machine for the Demonstration of Symbolic Logic.	1950	15	2	138	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Hao Wang. A proof of independence. The American mathematical monthly, vol. 57 (1950), pp. 99–100.	1950	15	2	138-138	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	M. O. Gonzalez and J. D. Mancill. On the system of natural numbers. The American mathematical monthly, vol. 57 (1950), pp. 104–112.	1950	15	2	138-139	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Alan Rose. A reduction in the number of the axioms of the propositional calculus. Norsk matematisk tidsskrift, vol. 31 (1949), pp. 113–115. - Th. Skolem. Bemerkning til artiklene av H. Rasiowa og A. Rose i denne drgang (Remark on the articles of H. Rasiowa and A. Rose in this volume). Norsk matematisk tidsskrift, vol. 31 (1949), p. 115.	1950	15	2	139-139	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	H. Rasiowa. Axiomatisation d'un système partiel de la théorie de la déduction. Towarzystwo Navkowe Warszawskie, Sprawozdania z posiedzeń wydzialu III nauk matematyczno-fizycznych (Société des Sciences et des Lettres de Varsovié, Comptes rendus des séances de la classe III, Sciences mathématiques et physiques), vol. 40 (for 1947, pub. 1948), pp. 22–37.	1950	15	2	139-139	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Helena Rasiowa. Z dziedziny logiki matematycznej.—I. Klasyczny rachunek zdań. (From the domain of mathematical logic.—I. The classical propositional calculus.) Matemaíyka, vol. 2 (1949), pp. 3–8. - Stanisław Goląb. O kilku trudnościach zwiqzanych z prostymi kwestiami logicznymi (On some difficulties connected with simple logical questions). Matemaíyka, vol. 2 (1949), pp. 27–29. - Jerzy Słupecki. O własnościach okresu warunkowego (On properties of the conditional). Matemaíyka, vol. 2 (1949), pp. 32–35.	1950	15	2	139-140	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Adam Krokiewicz. O logice stoików (On the logic of Stoics). Kwartalnik filozoficzny, vol. 17 (1948) pp. 173–197.	1950	15	2	140-140	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	I. M. Bochenski. On the categorical syllogism. Dominican studies (Oxford), vol. 1 (1948), pp. 35–57.	1950	15	2	140-141	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Ivo Thomas. CS(n): An extension of CS. Dominican studies (Oxford), vol. 2 (1949), pp. 145–160.	1950	15	2	141-142	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Anders Wedberg. The Aristotelian theory of classes. Ajatus (Helsinki), vol. 15 (for 1948, pub. 1949), pp. 299–314.	1950	15	2	142-142	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Ivo Thomas. Logic and theology. Dominican studies (Oxford), vol. 1 no. 4 (1948). Offprint, 22 pp.	1950	15	2	142-143	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Ettore Carruccio. Il problema della razionalità del reale. Archimede (Firenze) vol. 1 no. 1 (1949), pp. 18–21.	1950	15	2	143-143	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Ettore Carruccio. Sulla potenza dell'insieme delle proposizioni di un dato sistema ipotetico-deduttivo. Bollettino della Unione Matematica Italiana, ser. 3 vol. 4 (1949), pp. 299–306.	1950	15	2	143-143	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Ivo Thomas. Some laws of the calculus of quantifiers. Dominican studies (Oxford), vol. 2 (1949), p. 285.	1950	15	2	143-143	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Jean Cavaillès. Mathématiques et formalisme. Revue internationale de philosophie (Brussels), vol. 3 (1949), pp. 158–165.	1950	15	2	143-144	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church; Ivo Thomas	Some Laws of the Calculus of Quantifiers.	1950	15	2	143	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
