author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Charles A. Baylis	Jørgen Jørgensen. Empiricism and Unity of Science. Ditto, 8 pp.	1940	5	1	27-27	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	W. V. Quine. Designation and existence. The journal of philosophy, vol. 36 (1939), pp. 701–709.	1940	5	1	27-27	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	R. B. Braithwaite, Bertrand Russell, Friedrich Waismann. The relevance of psychology to logic: a symposium. Aristotelian Society, supplementary volume XVII (1938), pp. 19–68.	1940	5	1	27-28	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
A. Fraenkel	Johann Jakob Burckhardt. Zur Neubegründung der Mengenlehre. Folge. Jahretbericht der Deutschen Mathematiker-Vereinigung, vol. 49 (1939), pp. 146–155.	1940	5	1	28-28	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Helen Brodie	Leon Chwistek. A formal proof of Gödel's theorem. The journal of symbolic logic, vol. 4 (1939), pp. 61–68.	1940	5	1	28-30	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	C. H. Langford. A theorem on deducibility for second-order functions. The journal of symbolic logic, vol. 4 (1939), pp. 77–79.	1940	5	1	30-30	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Barkley Rosser	Frederic B. Fitch. The hypothesis that infinite classes are similar. The journal of symbolic logic, vol. 4 (1939), pp. 159–162.	1940	5	1	30-30	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
S. Tsuru; S. MacLane	Makoto Itô. Kakuritu-ron no kôri-taikei ni tuite (An axiom system for probability theory). Journal of the Mathematical Association of Japan for Secondary Education, vol. 20 (1938), pp. 1–9.	1940	5	1	30-31	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Frederic B. Fitch. Note on modal functions. The journal of symbolic logic, vol. 4 (1939), pp. 115–116.	1940	5	1	31-31	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	William Wernick. An enumeration of logical functions. Bulletin of the American Mathematical Society, vol. 45 (1939), pp. 885–887.	1940	5	1	31-31	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Mordchaj Wajsberg. Metalogiscke Beiträge II. Wiadomości matematyczne, vol. 47 (offprint 1939), pp. 119–139.	1940	5	1	31-32	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Barkley Rosser. On the consistency of Quine's New foundations for mathematical logic. The journal of symbolic logic, vol. 4 (1939), pp. 15–24.	1940	5	1	32-33	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Barkley Rosser. Definition by induction in Quine's New foundations for mathematical logic. The journal of symbolic logic, vol. 4 (1939), pp. 80–81.	1940	5	1	33-33	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	P. Lorenzen. Die Definition durch vollständige Induklion. Monatshefte für Mathematik und Physik, Bd. 47 (1938–1939), S. 356–358.	1940	5	1	33-34	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Th. Skolem. Eine Bemerkung über die Induktionsschemata in der rekursiven Zahlentheorie. Monatshefte für Mathematik und Physik, Bd. 48 (1939), S. 268–276.	1940	5	1	34-35	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	Garrett Birkhoff and Morgan Ward. A characterization of Boolean algebras. Annals of mathematics, ser. 2 vol. 40 (1939), pp. 609–610.	1940	5	1	36-36	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	O. Nikodym. On Boolean fields of subspaces in an arbitrary Hilbert space. I. Annales de la Société Polonaise de Mathématique, vol. 17 no. 2 (1939), pp. 138–165.	1940	5	1	36-36	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	Shinziro Mori. Prime ideals in Boolean rings. Journal of science of the Hirotima University, series A, vol. 9 (1939), pp. 67–71.	1940	5	1	36-36	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
W. D. Duthie	Tôzirô Ogasawara. Relation between intuitionislic logic and lattice. Journal of science of the Hirosima University, series A, vol. 9 (1939), pp. 157–164.	1940	5	1	36-36	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	L. Gutiérrez Novoa. La ley de dualidad de los conjuntos de puntos. Boletín matemático, vol. 12 (1939), pp. 198–201.	1940	5	1	36-37	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Henle	William Tuthill Parry. Modalities in the Survey system of strict implication. The journal of symbolic logic, vol. 4 (1939), pp. 137–154.	1940	5	1	37-37	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Helen Brodie	Władysław Hetper. Rachunek zdań bez aksjomatów (Le calcul des propositions établi sans axiomes). Archiwum Towarzystwa Naukowego we Lwowie, Dzial III, vol. 10 no. 3 (1938), pp. 233–240.	1940	5	1	37-37	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
William Barrett	Angiolo Maros Dell'Oro. Per discutere sulla logica. Sophia, vol. 6 (1938), pp. 565–571.	1940	5	1	38-38	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Paul Henle	J. C. C. McKinsey. Proof of the independence of the primitive symbols of Heyting's calculus of propositions. The journal of symbolic logic, vol. 4 (1939), pp. 155–158.	1940	5	1	38-38	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Paul Henle	K. R. Srinivasa Iyengar. The notion of dependence. The philosophical review, vol. 48 (1939), pp. 506–524.	1940	5	1	38-38	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Paul Henle	Robert Fets. Principes de logistique, premier volume. Mimeographed. Institut Supérieur de Philosophie, Louvain1939, 129 pp.	1940	5	1	38-38	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
K. Reach	O. V. Zich. Definice “smyslu” vêty ve formalisovaných systémech (Definition of the “meaning” of a sentence in formalized systems), Česká mysl, vol. 32 (1936), pp. 38–52.	1940	5	1	38-39	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	K. Reach. Some comments on Grelling's paper “Zur Logik der Sollsaelze.” Unity of science forum, 04, 1939, p. 72.	1940	5	1	39-39	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Kurt Grelling. Zur Logik der Sollsaelze. Unity of science forum, 01, 1939, pp. 44–47.	1940	5	1	39-39	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
K. Reach	O. V. Zich. O bezespornosti logistických systému. (On the consistency of logistic systems). Česká mysl, vol. 32 (1936), pp. 216–222.	1940	5	1	39-39	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Karl Mender. A logic of the doubtful. On optative and imperative logic. Reports of a mathematical colloquium (Notre Dame, Ind.), ser. 2 no. 1 (1939), pp. 53–64.	1940	5	1	40-40	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	K. Grue-Sörensen. Imperativsätze und Logik. Begegnung einer Kritik. Theoria, vol. 5 (1939), pp. 195–202.	1940	5	1	40-41	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch; Rose Rand	Logik der Forderungssatze.	1940	5	1	41	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Albert Hofstadter and J. C. C. McKinsey. On the logic of imperative. Philosophy of science, vol. 6 (1939), pp. 446–457.	1940	5	1	41-41	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Kalle Sorainen. Der Modus und die Logik. Theoria, vol. 5 (1939), pp. 202–204.	1940	5	1	41-41	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Rose Rand. Logik der Forderungssätze. Revue Internationale de la théorie du droit (Zurich), new series, vol. 1 (1939), pp. 308–322.	1940	5	1	41-42	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	J. C. C. McKinsey. A note on Reichenbach's axioms for probability implication. Bulletin of the American Mathematical Society, vol. 45 (1939), pp. 799–800.	1940	5	1	42-42	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Arthur H. Copeland. The rôle of observations in a formal theory of probability. Preprinted for the members of the Fifth International Congress for the Unity of Science, Cambridge, Mass., 1939, as from The journal of unified science, vol. 9; 5 pp.	1940	5	1	42-43	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Abraham Adolf Fraenkel	Josef Schächter. , (Brief introduction to logistic). With a preface by H. Bergmann. Victoria, Vienna1936/1937, 48 pp.	1940	5	1	43-43	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1940	5	1	43-44	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	The Association for Symbolic Logic	1940	5	1	44-44	bibliographical notice / unattributed review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Errata	1940	5	1		errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 5 issue 2 Cover and Front matter	1940	5	2	f1-f4	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	Errata	1940	5	2	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
Henry S. Leonard; Nelson Goodman	The calculus of individuals and its uses	1940	5	2	45-55	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Alonzo Church	A formulation of the simple theory of types	1940	5	2	56-68	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified	technical-depth potentially sufficient		metadata only; full text not reached
